CustomerID,Aging,Gender,Location(CityTier),Churn,PreferedOrderCat,MembershipLevel,MaritalStatus,Complain,SatisfactionScore
51433,42,Male,1,0,Mobile,High,Married,0,1
51434,35,Male,1,0,Laptop & Accessory,Critical,Married,0,1
51435,34,Male,3,1,Fashion,High,Single,0,1
51436,34,Male,1,0,Grocery,Critical,Married,0,4
51437,41,Male,3,0,Laptop & Accessory,Medium,Single,1,1
51438,36,Female,3,0,Laptop & Accessory,High,Married,1,4
51439,40,Male,1,0,Fashion,Medium,Married,1,5
51440,43,Male,3,0,Laptop & Accessory,Critical,Single,0,3
51441,40,Female,1,0,Fashion,High,Married,0,3
51442,35,Female,3,0,Laptop & Accessory,Medium,Married,0,3
51443,42,Male,3,0,Laptop & Accessory,Medium,Married,0,3
51444,41,Male,3,0,Grocery,High,Single,0,3
51445,42,Male,1,0,Laptop & Accessory,Critical,Married,0,4
51446,36,Male,2,1,Mobile,Medium,Married,1,5
51447,38,Male,1,0,Mobile,High,Single,0,5
51448,40,Female,1,1,Mobile,Medium,Single,1,1
51449,36,Female,1,0,Laptop & Accessory,Medium,Single,0,3
51450,37,Male,1,0,Laptop & Accessory,High,Married,0,1
51451,43,Female,2,0,Others,High,Married,0,1
51452,39,Female,1,0,Others,High,Married,1,4
51453,38,Male,3,1,Laptop & Accessory,High,Single,1,3
51454,39,Male,1,0,Mobile,Critical,Married,0,1
51455,34,Female,1,0,Mobile,Medium,Single,0,1
51456,35,Female,1,0,Fashion,Medium,Single,0,5
51457,36,Male,1,1,Laptop & Accessory,Critical,Single,1,3
51458,40,Female,2,0,Grocery,Critical,Single,1,1
51459,35,Male,1,0,Mobile,High,Married,0,3
51460,38,Female,1,0,Laptop & Accessory,High,Married,0,4
51461,36,Male,3,0,Fashion,Critical,Single,0,1
51462,43,Female,1,0,Fashion,High,Single,0,5
51463,39,Female,3,0,Fashion,High,Married,0,1
51464,41,Female,1,0,Mobile,Critical,Married,0,1
51465,43,Male,3,0,Grocery,Medium,Married,1,1
51466,37,Male,1,0,Mobile,Medium,Married,0,3
51467,40,Male,3,0,Laptop & Accessory,Medium,Married,0,4
51468,43,Female,1,1,Mobile Phone,High,Married,1,4
51469,37,Male,1,0,Others,High,Single,0,3
51470,42,Male,3,1,Laptop & Accessory,Medium,Married,1,3
51471,35,Female,1,0,Mobile,High,Married,0,4
51472,38,Female,1,1,Fashion,High,Married,0,1
51473,40,Male,3,1,Mobile Phone,Medium,Single,1,3
51474,40,Male,1,0,Mobile,Critical,Married,0,1
51475,35,Female,1,0,Laptop & Accessory,Critical,Married,0,5
51476,38,Female,1,0,Mobile Phone,Critical,Single,0,3
51477,41,Female,3,0,Fashion,High,Single,0,1
51478,40,Female,3,1,Laptop & Accessory,Critical,Married,1,3
51479,42,Male,3,0,Fashion,High,Married,1,3
51480,36,Female,2,0,Mobile,High,Married,0,3
51481,37,Male,1,0,Laptop & Accessory,High,Married,0,4
51482,34,Male,1,1,Fashion,High,Single,0,1
51483,36,Female,3,0,Laptop & Accessory,Medium,Married,0,3
51484,41,Male,3,0,Laptop & Accessory,High,Married,0,3
51485,38,Male,2,0,Laptop & Accessory,Critical,Married,1,1
51486,40,Female,1,1,Mobile Phone,Critical,Single,0,5
51487,40,Male,1,0,Mobile,High,Single,0,1
51488,34,Female,1,0,Laptop & Accessory,High,Single,1,3
51489,34,Female,1,0,Mobile,Medium,Single,0,3
51490,38,Male,3,0,Laptop & Accessory,High,Married,0,1
51491,40,Female,1,0,Mobile,Critical,Married,0,5
51492,38,Male,1,0,Mobile,High,Single,0,1
51493,39,Male,1,0,Grocery,Medium,Married,0,5
51494,37,Male,1,0,Mobile,Critical,Married,0,5
51495,43,Female,1,0,Mobile Phone,High,Single,0,4
51496,35,Female,1,0,Laptop & Accessory,Critical,Married,0,4
51497,36,Male,3,0,Fashion,Medium,Married,0,4
51498,35,Male,3,0,Laptop & Accessory,High,Married,1,3
51499,36,Male,1,0,Laptop & Accessory,High,Married,0,4
51500,36,Female,3,0,Fashion,High,Single,0,1
51501,43,Male,1,0,Laptop & Accessory,High,Married,0,3
51502,42,Male,1,0,Laptop & Accessory,High,Married,0,3
51503,42,Female,1,0,Mobile,High,Married,1,4
51504,38,Male,3,0,Fashion,Medium,Married,0,1
51505,34,Female,3,0,Mobile,Critical,Married,0,3
51506,34,Male,1,0,Mobile,High,Married,0,1
51507,40,Male,1,0,Mobile,Critical,Married,0,4
51508,41,Male,1,0,Mobile,High,Married,0,1
51509,42,Male,1,0,Fashion,High,Married,1,1
51510,40,Male,1,0,Mobile,High,Married,1,3
51511,34,Female,1,0,Others,Critical,Single,0,4
51512,41,Male,1,0,Mobile,Critical,Married,0,3
51513,35,Female,3,0,Fashion,High,Married,0,1
51514,35,Female,3,0,Laptop & Accessory,Critical,Single,0,1
51515,39,Male,1,0,Mobile,Critical,Single,0,3
51516,36,Male,1,0,Mobile,High,Married,1,4
51517,34,Female,3,1,Mobile,Medium,Single,0,5
51518,39,Male,1,0,Mobile,High,Single,0,4
51519,40,Male,1,0,Laptop & Accessory,Critical,Married,0,5
51520,40,Female,3,0,Laptop & Accessory,High,Married,1,5
51521,38,Female,1,0,Mobile Phone,Critical,Married,1,5
51522,38,Male,1,0,Mobile,High,Single,0,1
51523,38,Male,1,1,Mobile Phone,High,Single,0,1
51524,43,Female,3,0,Fashion,Critical,Married,0,5
51525,40,Female,1,0,Mobile,Critical,Single,0,1
51526,41,Female,1,0,Mobile Phone,Critical,Married,1,1
51527,42,Female,1,0,Mobile,Critical,Single,0,4
51528,35,Female,3,1,Mobile,Critical,Single,1,4
51529,34,Male,1,0,Mobile Phone,Critical,Married,0,3
51530,38,Female,1,0,Laptop & Accessory,High,Married,0,5
51531,36,Female,1,0,Mobile,High,Married,0,4
51532,34,Female,1,0,Others,Critical,Married,0,3
51533,37,Male,1,0,Others,Critical,Single,0,4
51534,34,Male,1,0,Laptop & Accessory,Medium,Married,0,3
51535,37,Female,1,0,Grocery,Medium,Single,0,4
51536,36,Male,1,0,Others,Medium,Married,0,3
51537,36,Female,1,0,Mobile,Critical,Single,0,4
51538,38,Male,1,1,Laptop & Accessory,Medium,Married,1,3
51539,34,Male,1,0,Mobile,Critical,Married,0,1
51540,37,Male,1,0,Grocery,Medium,Married,0,1
51541,41,Male,1,0,Mobile Phone,High,Married,1,5
51542,40,Female,1,0,Laptop & Accessory,Critical,Single,0,4
51543,42,Female,1,0,Laptop & Accessory,Medium,Married,0,3
51544,41,Male,1,0,Laptop & Accessory,Medium,Married,0,3
51545,38,Male,1,0,Laptop & Accessory,High,Married,0,1
51546,37,Male,1,0,Laptop & Accessory,High,Married,0,5
51547,41,Male,1,0,Laptop & Accessory,Critical,Married,1,1
51548,38,Male,1,0,Mobile Phone,High,Married,1,3
51549,43,Male,1,0,Laptop & Accessory,Medium,Married,1,1
51550,41,Male,1,1,Laptop & Accessory,Critical,Married,1,5
51551,41,Female,3,1,Fashion,High,Married,0,1
51552,34,Male,1,0,Mobile,High,Married,1,4
51553,39,Female,1,0,Mobile,Medium,Single,0,1
51554,38,Male,1,0,Laptop & Accessory,High,Married,0,1
51555,38,Male,1,0,Fashion,High,Married,0,5
51556,37,Male,3,1,Fashion,High,Married,0,1
51557,34,Male,1,0,Fashion,Critical,Single,0,3
51558,34,Female,3,0,Laptop & Accessory,Medium,Single,0,3
51559,42,Male,1,0,Fashion,High,Married,0,4
51560,34,Female,1,1,Mobile,High,Single,1,5
51561,41,Female,3,0,Fashion,Critical,Single,1,1
51562,39,Female,3,1,Laptop & Accessory,Critical,Single,0,5
51563,41,Male,1,1,Mobile,Medium,Single,0,3
51564,36,Female,3,0,Fashion,High,Single,0,1
51565,39,Female,3,0,Laptop & Accessory,High,Married,0,5
51566,43,Male,1,0,Laptop & Accessory,High,Single,0,4
51567,37,Female,1,0,Mobile,Critical,Married,0,4
51568,43,Male,1,0,Fashion,High,Married,1,1
51569,36,Male,3,0,Fashion,Critical,Married,0,3
51570,41,Male,1,0,Laptop & Accessory,High,Married,0,3
51571,39,Male,1,0,Mobile,Medium,Married,0,1
51572,35,Male,3,0,Mobile,Medium,Married,0,1
51573,40,Female,3,0,Fashion,Medium,Married,0,1
51574,42,Female,3,0,Fashion,High,Single,0,3
51575,38,Male,1,1,Mobile,Medium,Single,1,1
51576,38,Female,1,0,Mobile,High,Single,0,1
51577,43,Male,1,0,Others,High,Married,0,1
51578,34,Male,2,0,Mobile,Critical,Married,0,3
51579,36,Female,3,0,Others,Medium,Married,0,1
51580,40,Male,1,1,Mobile,Medium,Married,1,1
51581,42,Female,3,0,Grocery,Critical,Married,1,1
51582,36,Female,1,1,Mobile,Medium,Married,0,5
51583,37,Male,3,0,Others,Medium,Single,1,3
51584,38,Female,3,0,Mobile Phone,Critical,Married,0,4
51585,39,Male,1,1,Mobile Phone,High,Single,1,3
51586,41,Female,1,0,Mobile,Critical,Married,0,3
51587,40,Male,3,0,Laptop & Accessory,Medium,Married,0,1
51588,37,Male,1,0,Laptop & Accessory,Critical,Married,0,5
51589,38,Male,1,0,Laptop & Accessory,Medium,Married,0,1
51590,34,Male,1,0,Others,Medium,Married,0,1
51591,35,Male,1,0,Fashion,Critical,Married,0,3
51592,35,Female,1,0,Mobile,Medium,Married,0,1
51593,38,Male,1,0,Laptop & Accessory,Critical,Married,0,5
51594,41,Female,1,0,Mobile Phone,High,Married,0,5
51595,43,Male,1,0,Laptop & Accessory,High,Married,0,3
51596,39,Male,1,1,Fashion,Critical,Married,0,3
51597,42,Female,1,0,Fashion,Medium,Single,0,3
51598,35,Male,1,0,Mobile,High,Single,0,1
51599,42,Female,1,0,Laptop & Accessory,Critical,Single,1,5
51600,39,Male,3,0,Laptop & Accessory,High,Married,0,1
51601,37,Female,1,0,Laptop & Accessory,High,Married,0,3
51602,34,Female,1,0,Mobile,High,Married,1,5
51603,40,Male,1,0,Others,High,Married,0,3
51604,34,Male,1,0,Mobile,Critical,Married,0,1
51605,39,Male,1,1,Mobile,Critical,Single,0,4
51606,39,Male,1,0,Mobile,Medium,Married,0,4
51607,41,Male,3,0,Laptop & Accessory,Medium,Married,0,1
51608,36,Male,1,0,Laptop & Accessory,Medium,Single,0,5
51609,43,Female,3,0,Grocery,Critical,Married,1,4
51610,40,Male,1,1,Mobile,High,Single,0,3
51611,41,Male,3,0,Laptop & Accessory,High,Married,0,4
51612,34,Male,1,0,Laptop & Accessory,Medium,Married,0,1
51613,39,Male,1,0,Laptop & Accessory,Medium,Married,0,5
51614,35,Male,1,0,Grocery,Critical,Married,1,1
51615,39,Male,1,0,Mobile,High,Married,0,1
51616,37,Male,1,0,Others,Critical,Single,1,5
51617,43,Male,1,1,Fashion,High,Married,1,4
51618,35,Male,1,0,Mobile,High,Married,0,1
51619,36,Male,3,0,Laptop & Accessory,High,Married,0,1
51620,37,Male,1,0,Mobile,Critical,Single,0,3
51621,40,Female,1,0,Fashion,High,Married,1,1
51622,34,Female,1,0,Fashion,Medium,Married,0,4
51623,36,Female,3,0,Laptop & Accessory,Medium,Married,1,5
51624,39,Female,1,0,Laptop & Accessory,High,Married,0,4
51625,38,Male,1,0,Others,High,Married,0,4
51626,34,Male,1,0,Grocery,Critical,Married,1,3
51627,41,Male,3,0,Laptop & Accessory,Critical,Married,0,3
51628,35,Male,3,0,Laptop & Accessory,High,Single,0,1
51629,37,Male,1,0,Laptop & Accessory,High,Married,1,1
51630,38,Male,1,0,Laptop & Accessory,Medium,Married,1,5
51631,36,Female,1,0,Mobile,High,Single,0,1
51632,41,Male,1,1,Mobile,High,Married,1,3
51633,39,Male,1,0,Laptop & Accessory,Critical,Married,0,1
51634,35,Male,1,1,Mobile,High,Married,1,4
51635,38,Female,1,0,Mobile,High,Single,0,1
51636,39,Female,1,0,Others,High,Single,1,5
51637,40,Male,1,0,Laptop & Accessory,High,Single,0,4
51638,43,Female,3,0,Mobile,Critical,Married,0,4
51639,35,Male,3,1,Laptop & Accessory,High,Single,1,1
51640,37,Male,1,0,Mobile,High,Married,1,1
51641,42,Female,3,0,Grocery,Medium,Married,0,4
51642,43,Male,1,1,Mobile Phone,High,Single,0,3
51643,43,Male,3,0,Fashion,Medium,Married,0,4
51644,40,Male,1,0,Mobile Phone,Medium,Married,0,1
51645,39,Male,1,0,Laptop & Accessory,Critical,Married,0,4
51646,36,Male,3,0,Grocery,Medium,Single,0,4
51647,42,Female,3,0,Mobile Phone,Critical,Single,0,3
51648,37,Male,1,0,Laptop & Accessory,High,Single,0,5
51649,43,Male,3,0,Laptop & Accessory,High,Married,0,1
51650,43,Male,1,0,Fashion,High,Married,0,1
51651,38,Female,1,0,Laptop & Accessory,High,Married,0,4
51652,37,Male,3,0,Laptop & Accessory,Critical,Married,0,3
51653,40,Female,1,0,Fashion,Critical,Married,0,4
51654,42,Male,1,0,Laptop & Accessory,Medium,Married,1,3
51655,37,Male,1,0,Mobile Phone,Medium,Married,1,1
51656,35,Male,2,0,Laptop & Accessory,Medium,Married,0,5
51657,42,Male,1,0,Fashion,Critical,Married,0,5
51658,43,Male,1,0,Mobile,Critical,Married,1,1
51659,34,Female,1,0,Fashion,Medium,Married,0,4
51660,42,Male,1,0,Grocery,High,Married,1,5
51661,36,Female,1,0,Mobile,High,Single,0,1
51662,41,Female,1,0,Grocery,Critical,Single,1,3
51663,40,Male,1,1,Laptop & Accessory,Critical,Married,0,4
51664,39,Female,1,0,Mobile,Medium,Single,1,4
51665,41,Female,3,0,Laptop & Accessory,Medium,Married,1,4
51666,38,Male,3,0,Laptop & Accessory,Critical,Single,1,3
51667,39,Male,3,0,Laptop & Accessory,Critical,Married,0,1
51668,43,Female,1,0,Laptop & Accessory,High,Single,0,1
51669,36,Male,1,1,Mobile,High,Married,1,1
51670,42,Female,1,0,Laptop & Accessory,Critical,Married,0,1
51671,42,Female,1,0,Fashion,Medium,Married,0,3
51672,38,Male,1,0,Others,High,Married,0,1
51673,41,Female,3,1,Laptop & Accessory,Critical,Married,1,3
51674,37,Male,3,0,Laptop & Accessory,Medium,Single,0,1
51675,35,Male,1,0,Others,Medium,Married,0,3
51676,39,Female,1,0,Laptop & Accessory,Critical,Married,0,3
51677,34,Male,3,0,Laptop & Accessory,High,Married,1,4
51678,34,Female,1,0,Laptop & Accessory,High,Single,0,3
51679,42,Female,1,0,Fashion,High,Married,0,5
51680,36,Male,1,0,Laptop & Accessory,Medium,Married,0,1
51681,40,Male,3,0,Laptop & Accessory,Critical,Married,1,1
51682,39,Male,1,1,Mobile,High,Married,1,5
51683,43,Male,1,0,Mobile Phone,Critical,Single,0,1
51684,35,Female,3,0,Laptop & Accessory,Medium,Married,0,3
51685,35,Female,3,0,Laptop & Accessory,Medium,Married,0,4
51686,36,Male,1,0,Laptop & Accessory,High,Married,0,1
51687,34,Male,1,0,Fashion,Critical,Married,1,1
51688,34,Female,1,0,Fashion,Critical,Single,1,1
51689,34,Female,3,0,Laptop & Accessory,High,Married,1,4
51690,36,Male,1,0,Fashion,Medium,Single,0,4
51691,35,Male,1,0,Mobile,High,Married,0,1
51692,43,Male,1,0,Laptop & Accessory,High,Single,1,4
51693,40,Male,3,0,Laptop & Accessory,Medium,Single,0,3
51694,41,Female,1,0,Grocery,High,Single,0,1
51695,37,Male,3,0,Laptop & Accessory,High,Married,0,3
51696,38,Male,2,0,Mobile,Medium,Married,1,3
51697,34,Female,1,0,Mobile,High,Married,0,4
51698,43,Female,3,0,Fashion,High,Married,0,3
51699,42,Male,1,0,Laptop & Accessory,Medium,Married,1,5
51700,36,Female,3,0,Laptop & Accessory,Critical,Married,1,3
51701,34,Male,3,0,Laptop & Accessory,Medium,Married,0,3
51702,36,Male,1,0,Laptop & Accessory,High,Single,0,1
51703,38,Female,3,1,Mobile,High,Single,1,4
51704,36,Female,3,0,Laptop & Accessory,Critical,Single,0,1
51705,35,Male,3,0,Fashion,High,Married,0,1
51706,34,Male,1,0,Laptop & Accessory,Medium,Married,0,3
51707,41,Female,1,0,Mobile,High,Married,1,3
51708,41,Male,3,0,Mobile,High,Single,0,1
51709,40,Female,3,1,Mobile,High,Single,1,3
51710,41,Female,1,0,Mobile,Medium,Married,0,5
51711,41,Female,1,0,Laptop & Accessory,High,Married,0,3
51712,38,Male,3,1,Laptop & Accessory,Medium,Single,0,4
51713,37,Male,1,0,Fashion,Critical,Single,0,1
51714,34,Male,3,1,Laptop & Accessory,Medium,Married,1,3
51715,36,Male,1,0,Mobile,High,Single,1,4
51716,41,Female,3,1,Mobile,High,Single,0,4
51717,35,Male,1,0,Mobile,Critical,Single,0,1
51718,40,Male,1,0,Laptop & Accessory,Medium,Single,0,4
51719,37,Male,1,0,Mobile Phone,Critical,Married,0,4
51720,43,Male,3,0,Laptop & Accessory,High,Single,0,1
51721,34,Male,1,0,Fashion,High,Single,0,3
51722,34,Female,3,0,Laptop & Accessory,High,Married,0,1
51723,43,Female,1,0,Mobile,Medium,Married,0,3
51724,39,Male,3,1,Laptop & Accessory,Critical,Single,1,1
51725,42,Female,1,0,Grocery,High,Single,1,1
51726,39,Female,3,0,Laptop & Accessory,High,Married,1,3
51727,42,Male,3,0,Mobile,High,Married,0,4
51728,35,Male,1,1,Mobile,High,Single,0,5
51729,36,Female,1,0,Mobile,Critical,Married,0,4
51730,42,Male,3,0,Fashion,Critical,Married,0,3
51731,40,Male,1,1,Mobile,Critical,Single,1,1
51732,42,Female,1,0,Mobile,High,Married,0,5
51733,34,Female,3,0,Laptop & Accessory,High,Married,0,4
51734,38,Female,1,0,Mobile,High,Married,0,5
51735,34,Male,1,0,Laptop & Accessory,Critical,Single,1,4
51736,41,Male,1,0,Grocery,High,Married,0,4
51737,37,Female,1,0,Laptop & Accessory,High,Married,0,3
51738,39,Male,1,0,Others,High,Married,0,5
51739,40,Female,3,0,Laptop & Accessory,Critical,Married,0,3
51740,37,Female,1,0,Laptop & Accessory,High,Married,0,5
51741,39,Male,1,0,Mobile,High,Married,0,1
51742,39,Female,1,0,Laptop & Accessory,Medium,Married,1,3
51743,37,Female,3,0,Laptop & Accessory,High,Single,1,1
51744,41,Female,1,0,Laptop & Accessory,Medium,Married,1,3
51745,41,Male,1,0,Mobile,Critical,Married,0,5
51746,41,Male,1,0,Others,High,Married,1,3
51747,35,Female,3,0,Grocery,High,Married,0,5
51748,38,Female,3,0,Laptop & Accessory,Critical,Single,0,3
51749,36,Male,3,0,Fashion,Critical,Married,0,5
51750,35,Male,1,0,Laptop & Accessory,High,Married,0,5
51751,43,Male,1,1,Mobile Phone,Medium,Married,0,5
51752,37,Male,1,0,Fashion,High,Married,1,3
51753,40,Male,1,0,Mobile,Medium,Married,0,1
51754,42,Female,1,0,Grocery,Medium,Married,0,1
51755,43,Female,1,0,Laptop & Accessory,Critical,Married,0,3
51756,42,Female,1,0,Laptop & Accessory,High,Single,0,1
51757,40,Female,1,0,Others,High,Married,0,5
51758,42,Female,1,0,Laptop & Accessory,High,Married,0,3
51759,35,Female,1,0,Laptop & Accessory,High,Married,0,1
51760,34,Female,3,1,Mobile,Medium,Single,1,4
51761,41,Female,3,1,Mobile,High,Married,0,3
51762,41,Male,1,0,Mobile Phone,Critical,Married,1,1
51763,35,Female,3,0,Others,Medium,Married,0,3
51764,40,Female,1,0,Mobile,Medium,Married,0,1
51765,34,Male,1,0,Mobile,Critical,Married,0,1
51766,39,Male,1,0,Fashion,Critical,Married,0,3
51767,40,Female,1,1,Mobile,Medium,Married,0,4
51768,35,Male,2,1,Mobile,High,Single,0,1
51769,42,Female,3,0,Fashion,Critical,Married,0,5
51770,37,Male,3,0,Grocery,Critical,Married,0,1
51771,34,Male,1,0,Grocery,High,Married,0,3
51772,41,Female,1,0,Mobile,High,Single,0,1
51773,41,Female,3,0,Fashion,Medium,Married,0,5
51774,35,Female,1,0,Laptop & Accessory,Critical,Married,0,1
51775,39,Male,1,0,Grocery,Medium,Married,0,3
51776,40,Male,1,0,Mobile Phone,Critical,Single,0,3
51777,41,Female,1,0,Laptop & Accessory,High,Single,0,3
51778,41,Male,1,0,Mobile,High,Married,0,3
51779,42,Female,3,0,Fashion,Critical,Married,1,1
51780,35,Male,1,0,Fashion,Medium,Married,0,4
51781,38,Male,1,1,Fashion,Critical,Married,1,3
51782,39,Male,1,1,Mobile,High,Married,0,1
51783,42,Male,3,0,Mobile,Medium,Single,0,4
51784,42,Male,1,0,Fashion,Critical,Married,1,3
51785,36,Male,1,1,Fashion,Critical,Married,0,3
51786,36,Female,2,1,Fashion,High,Married,1,5
51787,39,Male,1,0,Mobile,Critical,Married,0,3
51788,37,Male,3,0,Fashion,High,Single,0,1
51789,37,Male,1,1,Mobile Phone,Critical,Single,0,3
51790,41,Female,3,0,Laptop & Accessory,Critical,Married,0,1
51791,34,Female,3,0,Grocery,Critical,Single,0,4
51792,35,Male,3,0,Laptop & Accessory,Critical,Single,0,1
51793,35,Male,3,0,Laptop & Accessory,High,Married,0,3
51794,42,Female,1,0,Grocery,Medium,Single,0,3
51795,42,Female,1,0,Mobile Phone,Medium,Married,0,3
51796,38,Male,3,0,Laptop & Accessory,Medium,Single,1,1
51797,40,Male,1,0,Fashion,Medium,Married,1,5
51798,43,Male,3,0,Laptop & Accessory,Medium,Married,0,4
51799,43,Female,2,1,Mobile,Medium,Married,1,3
51800,38,Male,1,0,Laptop & Accessory,Medium,Married,0,1
51801,42,Female,1,0,Grocery,Medium,Married,0,3
51802,36,Male,3,0,Fashion,Critical,Married,0,1
51803,43,Male,3,1,Mobile Phone,High,Single,1,4
51804,43,Male,3,0,Fashion,High,Married,0,5
51805,34,Female,1,0,Laptop & Accessory,High,Single,1,3
51806,36,Male,3,0,Laptop & Accessory,High,Married,0,3
51807,38,Female,3,0,Laptop & Accessory,Medium,Single,0,3
51808,39,Male,3,0,Laptop & Accessory,High,Single,0,1
51809,34,Male,1,1,Mobile,Medium,Single,1,1
51810,36,Female,1,0,Fashion,High,Single,0,1
51811,41,Female,1,0,Fashion,High,Married,0,3
51812,37,Female,3,0,Grocery,Medium,Married,0,5
51813,34,Male,3,0,Fashion,Medium,Married,0,4
51814,36,Male,1,0,Laptop & Accessory,High,Married,1,5
51815,43,Male,3,1,Laptop & Accessory,High,Married,0,3
51816,41,Male,3,0,Mobile,High,Married,0,1
51817,39,Female,1,0,Laptop & Accessory,High,Married,0,3
51818,37,Female,1,0,Laptop & Accessory,High,Married,0,4
51819,37,Male,1,0,Others,High,Married,1,3
51820,39,Male,1,0,Mobile,Medium,Married,1,1
51821,34,Male,3,0,Laptop & Accessory,Medium,Married,0,4
51822,41,Male,1,0,Mobile,Medium,Married,0,4
51823,34,Male,2,0,Others,Medium,Married,0,4
51824,37,Male,3,0,Mobile,Critical,Married,0,3
51825,42,Female,1,1,Mobile,High,Married,1,3
51826,36,Male,3,1,Mobile,Critical,Married,0,5
51827,35,Male,1,0,Mobile Phone,Critical,Married,1,1
51828,42,Male,3,1,Laptop & Accessory,Medium,Married,0,5
51829,38,Male,1,0,Laptop & Accessory,High,Single,0,1
51830,42,Male,3,0,Laptop & Accessory,Critical,Married,0,1
51831,42,Female,1,0,Mobile,Medium,Married,0,3
51832,38,Male,3,0,Laptop & Accessory,High,Married,1,3
51833,35,Female,1,0,Mobile,High,Single,0,4
51834,43,Female,1,0,Laptop & Accessory,Critical,Married,0,1
51835,41,Male,1,0,Grocery,High,Married,1,1
51836,37,Female,1,0,Mobile,Critical,Single,0,5
51837,43,Male,1,0,Laptop & Accessory,Medium,Married,1,3
51838,43,Female,1,0,Grocery,Medium,Married,0,5
51839,37,Female,2,0,Laptop & Accessory,High,Single,0,3
51840,38,Female,3,0,Mobile,High,Married,1,3
51841,38,Male,3,1,Mobile,High,Married,0,5
51842,37,Male,3,0,Mobile,Medium,Single,0,3
51843,34,Male,1,0,Others,Medium,Married,1,1
51844,37,Male,1,0,Mobile,High,Married,0,3
51845,35,Male,3,0,Laptop & Accessory,Medium,Married,0,3
51846,36,Female,1,0,Laptop & Accessory,High,Married,1,1
51847,41,Female,1,0,Mobile,Critical,Married,0,3
51848,42,Female,3,0,Laptop & Accessory,High,Single,0,5
51849,40,Male,1,0,Mobile,Medium,Married,0,1
51850,40,Female,3,1,Laptop & Accessory,Medium,Married,0,5
51851,36,Female,1,0,Mobile Phone,Critical,Married,1,1
51852,41,Male,1,0,Fashion,High,Married,0,3
51853,35,Female,3,0,Laptop & Accessory,High,Married,0,3
51854,43,Male,1,0,Laptop & Accessory,High,Single,0,1
51855,39,Male,1,0,Laptop & Accessory,Critical,Married,0,1
51856,43,Male,2,0,Fashion,Critical,Married,0,4
51857,36,Male,1,0,Laptop & Accessory,High,Married,1,4
51858,34,Male,1,0,Mobile,High,Single,0,1
51859,36,Male,1,1,Mobile Phone,High,Single,1,3
51860,35,Male,1,1,Mobile,High,Single,1,5
51861,41,Male,1,0,Mobile Phone,Medium,Married,0,3
51862,38,Male,1,0,Mobile,High,Married,0,5
51863,37,Male,3,0,Laptop & Accessory,Medium,Married,0,4
51864,34,Female,3,0,Laptop & Accessory,Medium,Single,0,1
51865,41,Male,1,0,Mobile,Critical,Married,0,1
51866,36,Male,3,0,Laptop & Accessory,Medium,Married,0,4
51867,34,Female,3,0,Laptop & Accessory,Critical,Married,1,1
51868,43,Male,1,0,Mobile Phone,Medium,Single,0,1
51869,34,Male,1,0,Mobile,Medium,Married,1,3
51870,41,Female,1,0,Fashion,Critical,Single,0,4
51871,34,Female,3,1,Laptop & Accessory,High,Single,0,3
51872,42,Female,1,0,Laptop & Accessory,High,Single,0,3
51873,39,Male,3,0,Laptop & Accessory,Critical,Single,0,1
51874,34,Male,3,1,Laptop & Accessory,Critical,Married,1,3
51875,43,Female,1,0,Laptop & Accessory,Critical,Single,0,1
51876,40,Female,1,0,Fashion,Critical,Married,0,5
51877,35,Female,1,0,Fashion,High,Single,0,1
51878,39,Male,3,0,Laptop & Accessory,Medium,Single,0,5
51879,42,Male,3,0,Fashion,Critical,Married,1,5
51880,36,Male,1,0,Grocery,Critical,Married,0,3
51881,41,Male,2,0,Others,High,Married,0,1
51882,39,Male,3,0,Laptop & Accessory,Medium,Single,0,5
51883,40,Male,1,0,Fashion,Critical,Married,0,5
51884,34,Male,2,0,Others,Critical,Married,0,3
51885,42,Male,3,0,Mobile Phone,Critical,Married,0,4
51886,43,Female,1,1,Mobile,High,Single,1,4
51887,40,Female,1,0,Fashion,High,Married,0,5
51888,41,Female,1,0,Fashion,High,Single,1,3
51889,43,Male,1,0,Mobile Phone,High,Single,0,3
51890,34,Female,3,0,Grocery,High,Married,1,3
51891,38,Male,3,0,Laptop & Accessory,High,Married,0,1
51892,39,Male,3,0,Mobile,Medium,Single,0,3
51893,35,Male,1,1,Mobile,High,Married,1,3
51894,36,Male,3,0,Laptop & Accessory,Medium,Married,0,1
51895,34,Female,1,0,Laptop & Accessory,Critical,Single,0,3
51896,34,Male,1,0,Mobile,Medium,Married,0,5
51897,37,Female,2,0,Laptop & Accessory,Medium,Married,0,4
51898,38,Male,1,0,Grocery,Critical,Married,0,1
51899,34,Female,1,0,Mobile,Medium,Single,1,1
51900,35,Female,1,0,Laptop & Accessory,Critical,Single,0,5
51901,42,Male,3,0,Mobile,Medium,Married,0,4
51902,36,Male,1,0,Laptop & Accessory,High,Single,0,1
51903,40,Female,1,0,Laptop & Accessory,Critical,Married,0,5
51904,40,Male,1,0,Laptop & Accessory,Medium,Married,0,1
51905,35,Male,1,0,Mobile,High,Married,1,3
51906,41,Female,1,0,Laptop & Accessory,Critical,Married,0,5
51907,37,Male,3,0,Grocery,Medium,Married,0,5
51908,43,Male,1,1,Mobile,Critical,Single,1,1
51909,34,Female,3,0,Laptop & Accessory,High,Single,0,1
51910,37,Male,3,0,Laptop & Accessory,Critical,Single,0,3
