CustomerID,OrderCount,LastPurchaseDate,Sales,DaySinceLastOrder
50717,1,2008/12/15,$72.00 ,0
50718,1,2/18/15,$54.00 ,1
50719,11,2006/8/15,$114.00 ,
50720,4,4/15/15,$231.00 ,9
50721,2,8/28/15,$140.00 ,2
50722,1,2011/6/15,$211.00 ,3
50723,1,3/19/15,$117.00 ,9
50724,2,2004/3/15,$118.00 ,2
50725,1,2002/7/15,$250.00 ,4
50726,1,4/25/15,$72.00 ,2
50727,2,2012/6/15,$54.00 ,
50728,1,1/22/15,$114.00 ,2
50729,1,2005/11/15,$231.00 ,1
50730,1,8/27/15,$140.00 ,0
50731,1,11/25/15,$211.00 ,2
50732,5,2009/1/15,$117.00 ,0
50733,1,2011/5/15,$118.00 ,2
50734,1,2/20/15,$250.00 ,0
50735,1,2008/2/15,$72.00 ,3
50736,1,10/15/15,$54.00 ,0
50737,2,9/20/15,$114.00 ,2
50738,1,2005/10/15,$231.00 ,3
50739,2,11/26/15,$140.00 ,2
50740,1,12/23/15,$211.00 ,3
50741,1,7/24/15,$117.00 ,4
50742,3,8/15/15,$118.00 ,10
50743,,11/18/15,$250.00 ,13
50744,,11/13/15,$72.00 ,14
50745,1,3/17/15,$54.00 ,5
50746,1,2012/11/15,$114.00 ,7
50747,1,10/27/15,$231.00 ,2
50748,1,2004/10/15,$140.00 ,0
50749,1,3/20/15,$211.00 ,7
50750,1,6/29/15,$117.00 ,4
50751,1,2002/12/15,$118.00 ,0
50752,6,2004/10/15,$250.00 ,4
50753,4,6/16/15,$72.00 ,9
50754,2,2006/5/15,$54.00 ,2
50755,1,5/21/15,$114.00 ,3
50756,1,2011/4/15,$231.00 ,0
50757,4,1/18/15,$140.00 ,2
50758,1,10/28/15,$211.00 ,8
50759,1,2012/12/15,$117.00 ,0
50760,1,2/16/15,$118.00 ,2
50761,3,1/14/15,$250.00 ,11
50762,1,9/28/15,$72.00 ,2
50764,1,2/16/15,$114.00 ,2
50765,4,4/30/15,$231.00 ,7
50766,1,2/27/15,$140.00 ,3
50767,1,11/14/15,$211.00 ,0
50768,15,2010/1/15,$117.00 ,9
50769,1,11/22/15,$118.00 ,0
50770,1,2012/3/15,$250.00 ,4
50771,1,2010/8/15,$72.00 ,0
50772,1,8/26/15,$54.00 ,3
50773,1,2003/1/15,$114.00 ,0
50774,2,2012/10/15,$231.00 ,2
50775,3,2012/3/15,$140.00 ,3
50776,1,2/16/15,$211.00 ,3
50777,1,2002/8/15,$117.00 ,7
50778,1,2010/3/15,$118.00 ,0
50779,1,9/24/15,$250.00 ,1
50780,1,2002/3/15,$72.00 ,7
50781,8,1/26/15,$54.00 ,9
50782,1,2008/2/15,$114.00 ,17
50783,2,7/18/15,$231.00 ,2
50784,1,10/13/15,$140.00 ,4
50785,1,4/18/15,$211.00 ,3
50786,1,2004/3/15,$117.00 ,9
50787,2,2002/4/15,$118.00 ,2
50788,1,7/29/15,$250.00 ,7
50789,7,2008/8/15,$72.00 ,7
50791,4,10/22/15,$114.00 ,10
50793,1,8/19/15,$140.00 ,3
50794,1,2010/6/15,0.xf,1
50795,5,10/29/15,$117.00 ,7
50796,,2006/6/15,$118.00 ,0
50797,4,2006/11/15,$250.00 ,12
50798,6,2007/5/15,$72.00 ,8
50799,1,8/15/15,$54.00 ,4
50800,7,2006/8/15,$114.00 ,7
50801,1,2003/3/15,$231.00 ,0
50802,1,2004/3/15,$140.00 ,2
50803,1,2010/9/15,$211.00 ,9
50804,1,2007/7/15,$117.00 ,1
50805,1,2004/2/15,$118.00 ,8
50806,1,2004/7/15,$250.00 ,5
50807,1,2007/5/15,$72.00 ,7
50808,1,2003/8/15,$54.00 ,0
50809,1,3/31/15,$114.00 ,7
50810,1,2007/10/15,$231.00 ,0
50811,1,8/30/15,$140.00 ,3
50812,1,2012/11/15,$211.00 ,0
50813,1,2004/4/15,$117.00 ,0
50814,1,12/24/15,$118.00 ,7
50815,1,2006/1/15,$250.00 ,0
50816,3,2003/11/15,$72.00 ,10
50817,1,3/15/15,$54.00 ,8
50818,1,2011/8/15,$114.00 ,1
50819,1,9/26/15,$231.00 ,1
50820,1,2009/1/15,$140.00 ,0
50821,2,2004/12/15,$211.00 ,2
50822,1,4/13/15,$117.00 ,11
50823,,2002/10/15,$118.00 ,0
50824,2,8/17/15,$250.00 ,2
50825,1,2/13/15,$72.00 ,8
50826,1,7/26/15,$54.00 ,2
50827,11,2001/10/15,$114.00 ,10
50828,5,10/15/15,$231.00 ,4
50829,5,2/16/15,$140.00 ,10
50830,1,12/30/15,$211.00 ,2
50831,14,2/13/15,$117.00 ,13
50832,1,2008/10/15,$118.00 ,8
50833,2,2003/2/15,$250.00 ,2
50834,1,2003/4/15,$72.00 ,0
50835,15,2009/9/15,$54.00 ,17
50836,5,6/17/15,$114.00 ,12
50837,1,2/13/15,$231.00 ,5
50839,2,10/22/15,$211.00 ,2
50840,7,2002/12/15,$117.00 ,7
50841,1,6/21/15,$118.00 ,7
50842,7,9/30/15,$250.00 ,7
50843,1,11/19/15,$72.00 ,2
50844,2,2002/7/15,$54.00 ,1
50845,1,2006/1/15,$114.00 ,8
50846,1,10/30/15,$231.00 ,0
50847,15,2010/4/15,$140.00 ,2
50848,2,5/14/15,$211.00 ,2
50849,1,2006/11/15,$117.00 ,1
50850,1,10/15/15,$118.00 ,3
50853,6,2007/2/15,$54.00 ,7
50854,1,2010/10/15,$114.00 ,7
50855,5,2003/12/15,$231.00 ,7
50856,7,9/18/15,$140.00 ,5
50857,1,2008/8/15,$211.00 ,2
50858,1,2003/4/15,$117.00 ,0
50859,7,1/16/15,$118.00 ,7
50860,1,2005/5/15,$250.00 ,
50861,1,2007/2/15,$72.00 ,7
50862,9,5/29/15,$54.00 ,6
50863,11,3/31/15,$114.00 ,9
50864,2,2012/1/15,$231.00 ,2
50865,1,5/18/15,$140.00 ,2
50866,2,2004/1/15,$211.00 ,10
50867,9,8/22/15,$117.00 ,11
50868,7,1/28/15,$118.00 ,7
50869,1,2002/12/15,$250.00 ,0
50871,1,12/14/15,$54.00 ,6
50872,8,2/27/15,$114.00 ,8
50873,1,1/13/15,$231.00 ,7
50874,1,3/31/15,$140.00 ,1
50875,,3/26/15,$211.00 ,10
50876,1,10/22/15,$117.00 ,7
50877,9,5/31/15,$118.00 ,6
50878,1,3/24/15,$250.00 ,2
50879,5,2007/11/15,$72.00 ,9
50880,1,7/29/15,$54.00 ,3
50881,6,2004/11/15,$114.00 ,13
50882,1,2012/2/15,$231.00 ,8
50883,1,2002/11/15,$140.00 ,0
50884,1,2011/4/15,$211.00 ,
50885,1,2011/10/15,$117.00 ,0
50887,1,10/31/15,$250.00 ,0
50888,1,11/27/15,$72.00 ,0
50889,,1/27/15,$54.00 ,8
50890,,2004/9/15,$114.00 ,9
50891,1,12/22/15,$231.00 ,0
50892,11,2003/6/15,$140.00 ,8
50893,7,8/27/15,$211.00 ,7
50894,1,3/18/15,$117.00 ,0
50895,3,2005/10/15,$118.00 ,2
50896,1,2005/9/15,$250.00 ,3
50897,4,2/19/15,$72.00 ,11
50898,1,2/17/15,$54.00 ,4
50899,6,3/28/15,$114.00 ,7
50900,1,10/22/15,$231.00 ,4
50901,3,4/22/15,$140.00 ,2
50902,3,6/29/15,$211.00 ,3
50903,1,10/16/15,$117.00 ,3
50904,1,2009/7/15,$118.00 ,2
50905,1,2012/8/15,$250.00 ,2
50906,1,9/27/15,$72.00 ,5
50907,1,1/24/15,$54.00 ,2
50908,,4/26/15,$114.00 ,2
50909,1,2011/9/15,$231.00 ,8
50910,4,6/17/15,$140.00 ,4
50911,7,5/14/15,$211.00 ,7
50912,1,2001/7/15,$117.00 ,1
50913,1,12/24/15,$118.00 ,9
50914,1,2004/7/15,$250.00 ,4
50915,1,10/18/15,$72.00 ,2
50917,2,9/14/15,$114.00 ,2
50918,1,2011/5/15,$231.00 ,2
50919,1,6/20/15,$140.00 ,7
50920,1,4/20/15,$211.00 ,9
50921,1,4/24/15,$117.00 ,3
50922,7,2010/7/15,$118.00 ,7
50923,12,8/21/15,$250.00 ,7
50924,1,2001/3/15,$72.00 ,5
50925,,11/26/15,$54.00 ,0
50926,1,7/19/15,$114.00 ,1
50927,1,3/22/15,$231.00 ,0
50928,1,3/17/15,$140.00 ,2
50929,1,9/20/15,$211.00 ,0
50930,1,3/17/15,$117.00 ,3
50931,1,1/17/15,$118.00 ,0
50932,1,2001/10/15,$250.00 ,4
50933,1,11/15/15,$72.00 ,8
50934,1,11/17/15,$54.00 ,2
50935,1,6/22/15,$114.00 ,2
50936,2,2011/5/15,$231.00 ,2
50937,1,7/14/15,$140.00 ,3
50938,1,7/19/15,$211.00 ,0
50939,5,1/30/15,$117.00 ,6
50940,1,8/23/15,$118.00 ,3
50941,1,6/28/15,$250.00 ,3
50942,1,2003/2/15,$72.00 ,2
50943,1,5/19/15,$54.00 ,3
50944,1,5/13/15,$114.00 ,7
50945,9,2005/3/15,$231.00 ,9
50946,4,8/27/15,$140.00 ,3
50947,1,9/16/15,$211.00 ,0
50948,4,4/16/15,$117.00 ,7
50949,1,1/14/15,$118.00 ,7
50950,1,7/16/15,$250.00 ,2
50951,2,1/14/15,$72.00 ,2
50953,1,2007/12/15,$114.00 ,2
50954,2,2011/2/15,$231.00 ,2
50955,2,2006/3/15,$140.00 ,2
50956,,7/30/15,$211.00 ,8
50957,1,10/17/15,$117.00 ,3
50958,1,2/23/15,$118.00 ,3
50959,8,3/19/15,$250.00 ,8
50960,1,3/22/15,$72.00 ,2
50961,1,2012/6/15,$54.00 ,2
50963,1,6/25/15,$231.00 ,3
50964,1,4/21/15,$140.00 ,3
50965,3,6/26/15,$211.00 ,12
50966,2,7/27/15,$117.00 ,2
50967,5,2011/5/15,$118.00 ,8
50968,1,6/20/15,$250.00 ,0
50969,1,12/15/15,$72.00 ,0
50970,2,9/17/15,$54.00 ,8
50971,1,2001/12/15,$114.00 ,7
50972,6,12/26/15,$231.00 ,9
50973,1,4/17/15,$140.00 ,2
50974,1,1/22/15,$211.00 ,0
50975,10,6/23/15,$117.00 ,10
50976,1,2007/10/15,$118.00 ,0
50977,1,2005/9/15,$250.00 ,0
50978,1,2011/11/15,$72.00 ,0
50979,2,4/18/15,$54.00 ,2
50980,1,8/19/15,$114.00 ,4
50981,1,2/15/15,$231.00 ,3
50982,1,10/15/15,$140.00 ,2
50983,1,4/29/15,$211.00 ,2
50984,1,12/29/15,$117.00 ,2
50985,1,2001/4/15,$118.00 ,0
50986,1,2002/3/15,$250.00 ,0
50987,1,9/25/15,$72.00 ,3
50988,1,11/24/15,$54.00 ,2
50989,1,2009/12/15,$114.00 ,2
50990,1,8/25/15,$231.00 ,7
50991,1,7/22/15,$140.00 ,0
50992,1,1/24/15,$211.00 ,
50993,,5/28/15,$117.00 ,12
50994,1,2004/10/15,$118.00 ,7
50995,14,7/24/15,$250.00 ,17
50996,2,12/28/15,$72.00 ,2
50997,5,11/30/15,$54.00 ,1
50998,3,8/22/15,$114.00 ,3
50999,1,11/13/15,$231.00 ,2
51000,1,2008/7/15,$140.00 ,0
51001,8,2009/12/15,$211.00 ,6
51002,7,8/17/15,$117.00 ,7
51003,,2011/6/15,$118.00 ,9
51004,5,2012/8/15,$250.00 ,7
51005,1,11/24/15,$72.00 ,0
51006,3,2/16/15,$54.00 ,7
51007,1,8/25/15,$114.00 ,7
51008,1,8/21/15,$231.00 ,2
51009,1,9/29/15,$140.00 ,3
51010,13,11/17/15,$211.00 ,9
51011,7,12/26/15,$117.00 ,1
51012,5,3/13/15,$118.00 ,7
51013,7,2006/4/15,$250.00 ,7
51014,1,2003/3/15,$72.00 ,0
51015,2,8/29/15,$54.00 ,2
51016,7,6/25/15,$114.00 ,7
51017,4,9/17/15,$231.00 ,2
51018,2,4/20/15,$140.00 ,5
51019,1,12/13/15,$211.00 ,2
51020,7,10/13/15,$117.00 ,7
51021,1,3/29/15,$118.00 ,0
51022,2,2/17/15,$250.00 ,2
51023,6,7/29/15,$72.00 ,7
51024,1,9/15/15,$54.00 ,2
51025,1,6/29/15,$114.00 ,2
51026,1,9/22/15,$231.00 ,3
51027,1,8/23/15,$140.00 ,0
51028,1,2006/1/15,$211.00 ,9
51029,1,2004/3/15,$117.00 ,4
51030,1,6/18/15,$118.00 ,2
51031,7,7/29/15,$250.00 ,6
51032,1,10/26/15,$72.00 ,0
51033,2,2011/6/15,$54.00 ,13
51034,2,2004/1/15,$114.00 ,1
51035,1,4/29/15,$231.00 ,0
51036,7,7/19/15,$140.00 ,7
51037,1,2008/3/15,$211.00 ,2
51038,1,1/23/15,$117.00 ,0
51039,1,12/26/15,$118.00 ,5
51040,1,2/18/15,$250.00 ,4
51041,7,6/28/15,$72.00 ,6
51043,1,2012/12/15,$114.00 ,3
51044,1,2003/10/15,$231.00 ,0
51045,2,3/14/15,$140.00 ,2
51046,1,2002/5/15,$211.00 ,2
51047,1,11/26/15,$117.00 ,1
51048,6,11/15/15,$118.00 ,8
51049,7,2004/6/15,$250.00 ,7
51050,1,2009/4/15,$72.00 ,2
51051,1,1/20/15,$54.00 ,2
51052,1,11/23/15,$114.00 ,1
51054,1,12/20/15,$140.00 ,12
51055,1,2002/4/15,$211.00 ,0
51056,1,5/27/15,$117.00 ,3
51058,12,2003/12/15,$250.00 ,
51059,1,12/20/15,$72.00 ,2
51060,1,5/29/15,$54.00 ,10
51061,1,2009/1/15,$114.00 ,1
51062,1,2007/8/15,$231.00 ,4
51063,4,2006/11/15,$140.00 ,5
51064,1,2012/1/15,$211.00 ,3
51065,1,5/24/15,$117.00 ,1
51066,7,12/20/15,$118.00 ,2
51067,1,2011/12/15,$250.00 ,4
51068,7,2011/4/15,$72.00 ,7
51069,1,8/25/15,$54.00 ,7
51072,1,10/15/15,$140.00 ,10
51073,1,2008/7/15,$211.00 ,0
51074,2,2012/12/15,$117.00 ,2
51075,1,2004/9/15,$118.00 ,0
51076,1,1/24/15,$250.00 ,0
51077,1,8/28/15,$72.00 ,7
51078,14,2002/4/15,$54.00 ,12
51079,2,1/18/15,$114.00 ,9
51080,1,2004/5/15,$231.00 ,2
51081,3,6/17/15,$140.00 ,8
51082,3,4/14/15,$211.00 ,9
51083,1,2007/7/15,$117.00 ,2
51084,6,2009/5/15,$118.00 ,0
51085,7,2/17/15,$250.00 ,7
51086,3,11/21/15,$72.00 ,3
51087,1,2008/3/15,$54.00 ,2
51088,,2012/5/15,$114.00 ,2
51089,2,2004/7/15,$231.00 ,2
51090,1,9/20/15,$140.00 ,3
51091,1,8/20/15,$211.00 ,2
51092,1,5/13/15,$117.00 ,2
51093,1,1/27/15,$118.00 ,3
51094,1,5/25/15,$250.00 ,4
51095,1,2009/6/15,$72.00 ,2
51096,1,3/23/15,$54.00 ,7
51097,1,2004/11/15,$114.00 ,0
51098,1,2008/3/15,$231.00 ,2
51099,,11/25/15,$140.00 ,11
51100,2,1/28/15,$211.00 ,2
51101,7,9/30/15,$117.00 ,9
51102,1,11/30/15,$118.00 ,3
51103,,7/26/15,$250.00 ,12
51104,1,2010/7/15,$72.00 ,2
51105,1,2004/8/15,$54.00 ,4
51106,4,2003/5/15,$114.00 ,7
51107,6,3/15/15,$231.00 ,11
51108,6,2012/3/15,$140.00 ,7
51109,2,2/27/15,$211.00 ,9
51110,1,2001/9/15,$117.00 ,9
51111,1,2001/12/15,$118.00 ,4
51112,1,7/21/15,$250.00 ,6
51113,1,8/13/15,$72.00 ,2
51114,2,2005/7/15,$54.00 ,2
51115,3,2009/3/15,$114.00 ,3
51116,,1/28/15,$231.00 ,2
51117,,2/18/15,$140.00 ,0
51118,1,5/29/15,$211.00 ,2
51119,1,2001/7/15,$117.00 ,2
51120,1,2004/9/15,$118.00 ,2
51121,1,5/21/15,$250.00 ,2
51122,2,8/15/15,$72.00 ,2
51123,1,11/17/15,$54.00 ,2
51124,1,12/13/15,$114.00 ,0
51125,1,5/28/15,$231.00 ,2
51126,7,9/14/15,$140.00 ,7
51127,1,12/14/15,$211.00 ,0
51128,5,9/27/15,$117.00 ,7
51129,1,2003/7/15,$118.00 ,2
51130,4,5/19/15,$250.00 ,13
51131,1,2005/4/15,$72.00 ,0
51132,2,2006/7/15,$54.00 ,13
51133,1,2010/5/15,$114.00 ,3
51134,8,2002/9/15,$231.00 ,7
51135,1,5/18/15,$140.00 ,2
51136,6,1/22/15,$211.00 ,7
51137,1,1/15/15,$117.00 ,4
51138,8,2006/9/15,$118.00 ,8
51139,1,1/22/15,$250.00 ,4
51140,8,2003/7/15,$72.00 ,7
51141,1,9/19/15,$54.00 ,2
51142,6,3/22/15,$114.00 ,7
51143,14,4/13/15,$231.00 ,4
51144,1,9/20/15,$140.00 ,0
51145,14,7/20/15,$211.00 ,
51146,1,5/20/15,$117.00 ,2
51147,8,10/24/15,$118.00 ,6
51148,1,2005/8/15,$250.00 ,3
51149,1,9/30/15,$72.00 ,3
51150,1,6/22/15,$54.00 ,2
51151,1,2001/9/15,$114.00 ,0
51152,1,2007/11/15,$231.00 ,2
51153,1,5/16/15,$140.00 ,9
51154,1,8/26/15,$211.00 ,7
51155,1,10/15/15,$117.00 ,8
51156,1,3/19/15,$118.00 ,0
51157,1,1/28/15,$250.00 ,3
51158,2,2/25/15,$72.00 ,2
51159,1,3/31/15,$54.00 ,0
51161,1,2005/3/15,$231.00 ,2
51162,1,6/19/15,$140.00 ,4
51163,5,2004/5/15,$211.00 ,8
51164,1,2008/6/15,$117.00 ,2
51165,12,5/28/15,$118.00 ,8
51166,1,1/29/15,$250.00 ,3
51167,1,11/26/15,$72.00 ,7
51168,2,9/27/15,$54.00 ,1
51169,1,2012/4/15,$114.00 ,2
51170,1,2010/5/15,$231.00 ,2
51171,1,2005/7/15,$140.00 ,4
51172,2,3/28/15,$211.00 ,2
51173,1,2007/11/15,$117.00 ,2
51174,1,2012/9/15,$118.00 ,7
51175,1,11/29/15,$250.00 ,2
51176,1,5/14/15,$72.00 ,7
51177,1,1/15/15,$54.00 ,4
51178,1,9/16/15,$114.00 ,0
51179,1,4/27/15,$231.00 ,5
51180,1,4/18/15,$140.00 ,0
51181,1,10/28/15,$211.00 ,0
51182,1,11/18/15,$117.00 ,7
51183,1,7/20/15,$118.00 ,7
51184,1,11/14/15,$250.00 ,0
51185,1,2004/11/15,$72.00 ,0
51187,1,2012/5/15,$114.00 ,4
51188,1,2007/9/15,$231.00 ,0
51189,1,11/24/15,$140.00 ,7
51190,1,2010/2/15,$211.00 ,4
51191,1,7/30/15,$117.00 ,7
51192,1,2011/11/15,$118.00 ,
51193,1,2/23/15,$250.00 ,8
51194,2,2005/12/15,$72.00 ,2
51195,1,9/24/15,$54.00 ,0
51196,1,10/26/15,$114.00 ,4
51197,1,12/20/15,$231.00 ,0
51198,5,2001/7/15,$140.00 ,7
51199,2,2005/12/15,$211.00 ,
51200,1,2001/5/15,$117.00 ,3
51201,2,9/17/15,$118.00 ,2
51202,5,1/29/15,$250.00 ,7
51204,2,4/13/15,$54.00 ,3
51205,4,10/23/15,$114.00 ,7
51206,7,12/28/15,$231.00 ,7
51207,7,2012/8/15,$140.00 ,6
51208,1,1/24/15,$211.00 ,3
51209,,4/22/15,$117.00 ,2
51210,2,2005/11/15,$118.00 ,2
51211,1,8/28/15,$250.00 ,2
51212,1,7/17/15,$72.00 ,0
51213,1,2008/1/15,$54.00 ,7
51214,3,2011/9/15,$114.00 ,8
51215,1,3/25/15,$231.00 ,7
51216,1,9/27/15,$140.00 ,8
51217,2,9/13/15,$211.00 ,2
51218,1,8/15/15,$117.00 ,2
51219,1,5/24/15,$118.00 ,2
51220,13,11/21/15,$250.00 ,5
51221,1,1/15/15,$72.00 ,2
51222,1,2008/1/15,$54.00 ,4
51223,3,6/26/15,$114.00 ,7
51224,1,10/15/15,$231.00 ,3
51225,4,10/28/15,$140.00 ,8
51226,14,5/30/15,$211.00 ,14
51227,1,8/17/15,$117.00 ,3
51228,14,2007/3/15,$118.00 ,10
51229,7,1/13/15,$250.00 ,7
51230,1,2001/5/15,$72.00 ,7
51231,2,7/25/15,$54.00 ,2
51232,1,3/17/15,$114.00 ,2
51234,1,6/30/15,$140.00 ,3
51235,1,9/14/15,$211.00 ,2
51236,,2004/7/15,$117.00 ,2
51237,1,11/24/15,$118.00 ,0
51238,1,7/14/15,$250.00 ,0
51239,2,2010/1/15,$72.00 ,0
51240,5,9/13/15,$54.00 ,7
51241,1,1/22/15,$114.00 ,0
51242,7,2008/3/15,$231.00 ,7
51243,1,2003/3/15,$140.00 ,2
51244,3,10/22/15,$211.00 ,10
51245,1,12/22/15,$117.00 ,0
51246,3,2004/6/15,$118.00 ,3
51247,2,9/23/15,$250.00 ,0
51248,4,8/27/15,$72.00 ,7
51249,2,5/13/15,$54.00 ,2
51250,1,2003/8/15,$114.00 ,6
51251,1,2011/4/15,$231.00 ,0
51252,2,5/23/15,$140.00 ,2
51253,,9/17/15,$211.00 ,8
51254,5,12/26/15,$117.00 ,8
51255,1,5/30/15,$118.00 ,0
51256,6,2001/9/15,$250.00 ,14
51257,12,2001/11/15,$72.00 ,9
51258,1,2011/9/15,$54.00 ,0
51259,1,2006/10/15,$114.00 ,7
51260,7,4/18/15,$231.00 ,3
51261,2,2008/9/15,$140.00 ,2
51262,1,9/20/15,$211.00 ,4
51263,1,12/25/15,$117.00 ,0
51264,1,9/27/15,$118.00 ,0
51265,1,2011/4/15,$250.00 ,0
51266,1,10/17/15,$72.00 ,7
51267,1,2009/5/15,$54.00 ,2
51268,1,3/19/15,$114.00 ,0
51269,1,2002/2/15,$231.00 ,2
51270,1,2010/9/15,$140.00 ,4
51271,1,5/26/15,$211.00 ,2
51272,3,2007/3/15,$117.00 ,8
51273,1,7/25/15,$118.00 ,8
51274,11,2009/9/15,$250.00 ,16
51275,1,2001/11/15,$72.00 ,0
51276,1,6/13/15,$54.00 ,7
51277,4,11/19/15,$114.00 ,7
51278,2,2006/1/15,$231.00 ,2
51280,3,2005/11/15,$211.00 ,0
51281,1,3/14/15,$117.00 ,0
51282,1,8/29/15,$118.00 ,3
51283,1,8/31/15,$250.00 ,4
51284,,5/14/15,$72.00 ,7
51285,1,6/30/15,$54.00 ,4
51286,1,8/25/15,$114.00 ,1
51287,2,12/31/15,$231.00 ,2
51288,7,10/14/15,$140.00 ,7
51289,1,2003/11/15,$211.00 ,3
51290,1,2/13/15,$117.00 ,9
51291,1,5/16/15,$118.00 ,7
51292,1,2005/12/15,$250.00 ,0
51293,1,4/16/15,$72.00 ,2
51294,1,2002/2/15,$54.00 ,2
51295,6,4/16/15,$114.00 ,11
51296,2,12/16/15,$231.00 ,2
51297,1,8/19/15,$140.00 ,7
51298,1,8/15/15,$211.00 ,0
51299,7,2004/5/15,$117.00 ,9
51300,1,2003/3/15,$118.00 ,7
51301,1,2011/4/15,$250.00 ,0
51302,1,2/28/15,$72.00 ,3
51303,1,2007/9/15,$54.00 ,3
51304,4,10/24/15,$114.00 ,3
51305,1,9/14/15,$231.00 ,0
51307,1,7/14/15,$211.00 ,0
51309,1,10/27/15,$118.00 ,4
51310,1,2009/4/15,$250.00 ,4
51311,2,2007/4/15,$72.00 ,3
51312,1,2003/3/15,$54.00 ,2
51313,2,2005/9/15,$114.00 ,1
51314,1,2001/7/15,$231.00 ,1
51315,7,2007/11/15,$140.00 ,6
51316,1,7/20/15,$211.00 ,2
51317,1,5/25/15,$117.00 ,2
51318,8,2004/1/15,$118.00 ,7
51319,1,2012/1/15,$250.00 ,3
51320,1,7/14/15,$72.00 ,0
51322,1,2002/10/15,$114.00 ,9
51323,1,2004/10/15,$231.00 ,7
51324,1,8/25/15,$140.00 ,0
51325,1,3/17/15,$211.00 ,8
51326,2,1/27/15,$117.00 ,2
51327,2,4/28/15,$118.00 ,3
51328,2,10/22/15,$250.00 ,8
51329,1,2009/2/15,$72.00 ,9
51330,1,2007/6/15,$54.00 ,2
51331,1,12/30/15,$114.00 ,4
51332,1,2007/7/15,$231.00 ,0
51333,,2011/4/15,$140.00 ,10
51334,3,2006/6/15,$211.00 ,7
51335,4,10/29/15,$117.00 ,
51336,1,9/16/15,$118.00 ,4
51337,1,3/15/15,$250.00 ,2
51338,1,4/17/15,$72.00 ,4
51339,9,5/29/15,$54.00 ,4
51340,5,2004/9/15,$114.00 ,10
51341,1,1/14/15,$231.00 ,2
51342,1,2006/3/15,$140.00 ,7
51343,1,2010/3/15,$211.00 ,2
51344,12,4/18/15,$117.00 ,11
51345,1,8/18/15,$118.00 ,0
51346,5,11/23/15,$250.00 ,8
51347,1,2011/8/15,$72.00 ,2
51348,7,2002/2/15,$54.00 ,7
51349,1,4/26/15,$114.00 ,2
51350,1,4/18/15,$231.00 ,0
51351,5,10/31/15,$140.00 ,
51352,2,11/29/15,$211.00 ,2
51353,1,2004/12/15,$117.00 ,2
51354,1,3/18/15,$118.00 ,8
51355,8,6/20/15,$250.00 ,1
51356,4,11/16/15,$72.00 ,1
51357,1,1/26/15,$54.00 ,0
51358,2,11/25/15,$114.00 ,2
51359,1,4/25/15,$231.00 ,7
51360,,2006/3/15,$140.00 ,11
51361,5,10/27/15,$211.00 ,7
51362,,10/26/15,$117.00 ,8
51363,1,2002/3/15,$118.00 ,4
51365,1,2003/7/15,$72.00 ,0
51366,1,5/24/15,$54.00 ,2
51367,1,10/29/15,$114.00 ,2
51368,1,7/18/15,$231.00 ,3
51369,1,2003/7/15,$140.00 ,0
51370,3,4/15/15,$211.00 ,4
51371,1,5/22/15,$117.00 ,2
51372,1,2/27/15,$118.00 ,9
51373,2,2010/4/15,$250.00 ,2
51374,4,10/30/15,$72.00 ,14
51375,9,2002/6/15,$54.00 ,8
51376,,2003/1/15,$114.00 ,10
51377,1,8/14/15,$231.00 ,7
51378,11,5/14/15,$140.00 ,11
51379,1,2005/1/15,$211.00 ,4
51380,1,2/17/15,$117.00 ,2
51381,1,2003/2/15,$118.00 ,7
51382,1,11/14/15,$250.00 ,9
51383,1,6/27/15,$72.00 ,1
51384,1,2/17/15,$54.00 ,0
51385,1,10/17/15,$114.00 ,1
51386,2,5/30/15,$231.00 ,2
51387,1,2007/2/15,$140.00 ,2
51388,1,1/20/15,$211.00 ,2
51389,1,6/17/15,$117.00 ,1
51390,1,11/26/15,$118.00 ,3
51391,1,12/23/15,$250.00 ,4
51392,2,2010/5/15,$72.00 ,0
51393,9,8/27/15,$54.00 ,
51394,1,2005/7/15,$114.00 ,7
51395,1,2012/1/15,$231.00 ,0
51396,1,2002/11/15,$140.00 ,3
51397,1,2/27/15,$211.00 ,7
51398,1,2012/5/15,$117.00 ,3
51399,1,2006/2/15,$118.00 ,8
51400,1,12/19/15,$250.00 ,2
51402,1,5/18/15,$54.00 ,5
51403,1,2002/1/15,$114.00 ,7
51404,1,2012/12/15,$231.00 ,0
51405,3,2011/7/15,$140.00 ,0
51406,2,2012/10/15,$211.00 ,2
51407,3,2010/10/15,$117.00 ,6
51408,1,11/22/15,$118.00 ,0
51409,1,5/19/15,$250.00 ,0
51410,1,5/20/15,$72.00 ,8
51412,7,2010/9/15,$114.00 ,7
51413,1,2006/3/15,$231.00 ,3
51414,1,2012/5/15,$140.00 ,8
51415,4,2/14/15,$211.00 ,3
51416,1,2011/10/15,$117.00 ,2
51417,1,11/23/15,$118.00 ,3
51418,8,2010/11/15,$250.00 ,8
51419,1,2008/7/15,$72.00 ,5
51420,1,2002/10/15,$54.00 ,0
51421,,2001/12/15,$114.00 ,7
51422,1,1/27/15,$231.00 ,2
51425,1,6/20/15,$117.00 ,3
51426,1,7/29/15,$118.00 ,3
51427,2,6/30/15,$250.00 ,
51428,1,2008/7/15,$72.00 ,0
51429,1,2/26/15,$54.00 ,3
51430,4,2/19/15,$114.00 ,8
51431,6,2005/5/15,$231.00 ,7
